Iteration	Posterior	Likelihood	Prior	rate[1]	rate[2]	rate[3]	rate[4]	rate[5]	rate[6]	rf[1]	rf[2]	rf[3]
5700	-69.75307	-76.79756	7.044484	0.105813	0.036375	0.0161495	0.286592	0.169366	0.0742547	0.150058	0.61048	0.239462
5710	-69.22859	-73.76186	4.533271	0.0764098	0.174328	0.295734	0.174439	0.0518321	0.103584	0.0941093	0.383904	0.521987
5720	-70.36107	-73.82782	3.466747	0.25885	0.221249	0.160677	0.0719831	0.125381	0.117938	0.183521	0.731256	0.0852232
5730	-69.71564	-74.28464	4.569002	0.39515	0.0438902	0.0756463	0.143897	0.17615	0.038922	0.352386	0.286979	0.360635
5740	-66.89292	-77.89483	11.00191	0.0354988	0.00997571	0.170364	0.015073	0.0671838	0.0945378	0.126825	0.432808	0.440367
5750	-74.19101	-73.50732	-0.6836922	0.19164	0.311116	0.162501	0.268572	0.272521	0.0600786	0.230727	0.240096	0.529177
5760	-68.88425	-77.00466	8.120409	0.232929	0.015697	0.162501	0.0844632	0.0470273	0.0654811	0.0367258	0.409598	0.553677
5770	-70.04973	-72.84878	2.799047	0.0947473	0.446533	0.267074	0.0835958	0.00568019	0.108374	0.349518	0.476382	0.1741
5780	-68.64493	-74.79989	6.154961	0.237723	0.126251	0.146603	0.0634703	0.0579227	0.123095	0.275499	0.169579	0.554922
5790	-66.33103	-75.43201	9.100981	0.155374	0.118524	0.0373936	0.0047618	0.106448	0.112275	0.00451314	0.162645	0.832842
5800	-67.67717	-73.10911	5.431942	0.0517787	0.151209	0.362049	0.00120039	0.0408212	0.202071	0.133851	0.173634	0.692515
5810	-68.78407	-72.02516	3.241088	0.0626448	0.299152	0.302651	0.0910294	0.0815634	0.13591	0.869283	0.022893	0.107824
5820	-68.40022	-73.91668	5.516466	0.146015	0.213552	0.0633456	0.152291	0.126026	0.10158	0.0235265	0.0314467	0.945027
5830	-67.67887	-75.77792	8.099048	0.0472262	0.196651	0.129222	0.0359735	0.087424	0.113199	0.405977	0.56618	0.0278432
5840	-71.9963	-73.39958	1.403278	0.088615	0.349556	0.143898	0.25435	0.0815278	0.192427	0.145916	0.0410102	0.813073
5850	-71.19594	-74.72532	3.529384	0.424032	0.200843	0.0570132	0.0998749	0.123271	0.0463589	0.0683566	0.338043	0.5936
5860	-67.46181	-74.36567	6.903859	0.202681	0.0314498	0.0877399	0.178918	0.0813303	0.116947	0.0226315	0.0305091	0.946859
5870	-70.721	-73.02419	2.303191	0.306523	0.0665992	0.0172825	0.460281	0.105397	0.0870004	0.0312568	0.287566	0.681177
5880	-69.20152	-76.9112	7.709674	0.0746746	0.242492	0.0188557	0.03554	0.143093	0.124156	0.0624405	0.242594	0.694966
5890	-67.772	-73.89306	6.121058	0.0422447	0.170515	0.245241	0.0390791	0.0928492	0.167671	0.112912	0.616198	0.27089
5900	-67.66079	-74.6692	7.008409	0.0868364	0.176711	0.201851	0.0323326	0.122658	0.0708596	0.410659	0.411498	0.177843
5910	-71.28342	-72.01305	0.7296344	0.341366	0.0833071	0.00285044	0.429598	0.181571	0.122053	0.433152	0.454864	0.111984
5920	-70.05436	-71.18514	1.130785	0.173867	0.339959	0.357227	0.0178077	0.101102	0.140787	0.5927	0.22464	0.182659
5930	-70.04617	-71.51519	1.469015	0.183698	0.265966	0.295886	0.0891328	0.130528	0.140247	0.0227801	0.116098	0.861122
5940	-71.38787	-77.12775	5.739878	0.305	0.0018092	0.215994	0.0933758	0.0388023	0.131123	0.373612	0.19305	0.433338
5950	-70.68676	-79.16764	8.480871	0.0638787	0.0103896	0.120521	0.0971788	0.0724643	0.216712	0.170647	0.501799	0.327554
5960	-66.02693	-75.60533	9.578406	0.236305	0.0240437	0.0516959	0.0439744	0.085625	0.0574326	0.0455124	0.223312	0.731175
5970	-69.36606	-75.74687	6.380815	0.121846	0.0340271	0.368258	0.0461115	0.0159574	0.151978	0.00360741	0.76268	0.233712
5980	-69.74574	-72.58646	2.840717	0.109205	0.285178	0.374241	0.0943934	0.0159698	0.123903	0.644537	0.091585	0.263878
5990	-69.02401	-74.14364	5.119634	0.1856	0.0818021	0.299147	0.003176	0.138484	0.124274	0.416613	0.181825	0.401562
6000	-68.55305	-75.94394	7.390891	0.285596	0.0644859	0.0680565	0.0877499	0.084635	0.0721251	0.396194	0.550186	0.0536204
6010	-68.38664	-74.87873	6.49209	0.325065	0.0939104	0.0383302	0.0636137	0.145929	0.0630087	0.218259	0.634455	0.147287
6020	-67.18769	-74.12809	6.940402	0.114503	0.0770552	0.179507	0.0763796	0.0794902	0.169399	0.0493634	0.0605186	0.890118
6030	-68.40244	-75.09327	6.69083	0.0389049	0.186954	0.155336	0.110569	0.121516	0.101716	0.204269	0.696909	0.0988211
6040	-69.26401	-76.16965	6.905633	0.00326776	0.103141	0.250252	0.0787242	0.084135	0.179414	0.760748	0.199677	0.0395753
6050	-72.89103	-73.59385	0.70282	0.0978054	0.255991	0.210619	0.280969	0.0430594	0.274307	0.632299	0.28822	0.0794814
6060	-67.51439	-74.29398	6.779589	0.0873434	0.18778	0.163298	0.0815306	0.0704242	0.117982	0.630475	0.192425	0.177099
6070	-67.05133	-74.78201	7.730678	0.315431	0.0536115	0.0204228	0.0244675	0.176785	0.0465233	0.202525	0.0851911	0.712284
6080	-66.15735	-76.25792	10.10057	0.119478	0.0327958	0.0170667	0.0695658	0.120647	0.100478	0.125017	0.118975	0.756009
6090	-70.17709	-77.88766	7.710578	0.0819073	0.116893	0.0810202	0.232678	0.0787354	0.0475093	0.0989024	0.278371	0.622726
6100	-69.77951	-78.04597	8.266458	0.00188757	0.0687849	0.221349	0.0249133	0.0561776	0.224065	0.17975	0.523652	0.296598
6110	-69.91951	-77.52599	7.60648	0.0127144	0.0225266	0.253519	0.165443	0.0509357	0.14139	0.254337	0.565621	0.180042
6120	-67.9825	-73.91959	5.937089	0.195746	0.0632391	0.27806	0.0240752	0.0844283	0.125808	0.122422	0.522787	0.354791
6130	-68.25764	-73.29034	5.032708	0.0635642	0.228802	0.252613	0.0937153	0.0496293	0.150659	0.326458	0.399152	0.27439
6140	-66.6517	-75.5196	8.867901	0.144091	0.0531445	0.107827	0.0367542	0.140472	0.0699162	0.330842	0.0148046	0.654354
6150	-67.794	-75.0883	7.294296	0.0949559	0.124467	0.0778925	0.172233	0.104805	0.0955182	0.000341983	0.320004	0.679654
6160	-68.09146	-75.06751	6.976046	0.0328993	0.0739942	0.236316	0.165165	0.0753769	0.109917	0.0558878	0.449928	0.494185
6170	-71.56552	-76.79824	5.232723	0.260879	0.154208	0.0454878	0.0365372	0.15003	0.176884	0.197183	0.437326	0.365491
6180	-66.93779	-75.56113	8.623332	0.210922	0.0238153	0.00575478	0.0790352	0.128474	0.122491	0.20956	0.301138	0.489302
6190	-67.71585	-73.63	5.914145	0.145605	0.10701	0.272557	0.0302983	0.13933	0.0782726	0.200818	0.125762	0.67342
6200	-73.95141	-73.02162	-0.9297918	0.432294	0.104556	0.156761	0.279839	0.122267	0.189111	0.0493595	0.151395	0.799245
6210	-68.43166	-74.56012	6.128469	0.281671	0.169976	0.112616	0.00258217	0.127099	0.0631016	0.371317	0.248563	0.380121
6220	-69.31251	-74.84616	5.533657	0.034718	0.135789	0.263464	0.0925495	0.150889	0.124114	0.789129	0.0551802	0.15569
6230	-68.54932	-75.84129	7.291968	0.122703	0.119853	0.0996926	0.0277815	0.205941	0.0940751	0.146798	0.00509358	0.848108
6240	-70.67712	-72.92037	2.243251	0.141477	0.131758	0.27616	0.268789	0.0668001	0.16258	0.14067	0.707531	0.151798
6250	-68.59999	-73.56154	4.961553	0.200992	0.117696	0.11077	0.214075	0.0872659	0.113504	0.291279	0.00370859	0.705012
6260	-68.75391	-75.0241	6.27019	0.161376	0.130425	0.0851112	0.113336	0.197348	0.0588528	0.055265	0.32412	0.620615
6270	-68.1311	-74.84677	6.71567	0.16118	0.162763	0.0528713	0.0866317	0.19628	0.0534125	0.073077	0.00580352	0.921119
6280	-67.19088	-75.60256	8.411679	0.0930017	0.200493	0.0907762	0.000861301	0.105799	0.0953873	0.377855	0.241182	0.380963
6290	-67.85652	-75.67137	7.814842	0.167083	0.139082	0.0911051	0.0772826	0.0803476	0.0760472	0.124839	0.660281	0.21488
6300	-66.42154	-74.76995	8.348407	0.172588	0.128424	0.0580574	0.0350013	0.142673	0.0543064	0.0372052	0.150755	0.81204
6310	-67.66408	-74.04491	6.380828	0.107195	0.0834219	0.383706	0.00613976	0.0199009	0.137812	0.0446565	0.398535	0.556809
6320	-71.94296	-74.39145	2.448484	0.116819	0.131295	0.384132	0.0629409	0.0729851	0.264045	0.0528219	0.733354	0.213824
6330	-67.22196	-73.96377	6.74181	0.0824272	0.204364	0.196305	0.0381231	0.0843017	0.105662	0.50867	0.398517	0.092813
6340	-71.77628	-72.81781	1.041524	0.0530314	0.231256	0.376088	0.170385	0.036703	0.269961	0.0470533	0.579684	0.373263
6350	-67.10906	-75.11879	8.009731	0.12366	0.164899	0.107618	0.0336791	0.134093	0.0524248	0.0286265	0.00987648	0.961497
6360	-68.54092	-74.60281	6.061896	0.113032	0.22549	0.154025	0.0425675	0.0617584	0.165152	0.367138	0.215283	0.417579
6370	-73.59354	-75.32928	1.735732	0.132082	0.268502	0.261618	0.0525263	0.0404304	0.330355	0.455487	0.204574	0.339939
6380	-67.48348	-76.78074	9.297261	0.152606	0.0303236	0.147004	0.0605584	0.0375549	0.092053	0.242114	0.129749	0.628136
6390	-68.53901	-74.44606	5.907047	0.283055	0.154095	0.0959865	0.0340198	0.129217	0.0772296	0.523944	0.202283	0.273774
6400	-70.85249	-80.06806	9.215572	0.0737631	0.142746	0.174435	0.0665286	0.0349063	0.0338281	0.42724	0.0584603	0.514299
6410	-70.84462	-74.16701	3.322387	0.368473	0.093406	0.0145613	0.151464	0.251041	0.0879265	0.174823	0.479896	0.345281
6420	-70.59519	-73.89654	3.301352	0.226416	0.0905247	0.308208	0.0866551	0.119952	0.136689	0.234568	0.718523	0.0469098
6430	-69.49793	-78.77854	9.280612	0.0131472	0.0503093	0.0767639	0.140409	0.0829028	0.157812	0.280635	0.131826	0.587539
6440	-68.86234	-75.64541	6.783072	0.356856	0.114957	0.0206398	0.0454329	0.154032	0.0161798	0.151114	0.268177	0.580709
6450	-74.24678	-78.56956	4.322783	0.0838241	0.0889678	0.439759	0.101029	0.144929	0.033558	0.21686	0.0161582	0.766982
6460	-70.33768	-72.5638	2.226118	0.147582	0.238119	0.219231	0.222574	0.0708496	0.15049	0.0892589	0.878307	0.0324343
6470	-68.21002	-73.95094	5.740916	0.0251578	0.140281	0.282113	0.127909	0.0747301	0.135834	0.241313	0.332029	0.426658
6480	-67.90783	-76.77135	8.863519	0.0966329	0.0806348	0.10036	0.0357914	0.147598	0.0915146	0.156363	0.631433	0.212203
6490	-69.00327	-77.25176	8.248492	0.0553422	0.0585762	0.0847399	0.138371	0.155478	0.106014	0.132004	0.637806	0.23019
6500	-66.7826	-76.54088	9.758283	0.143698	0.0591028	0.0328177	0.0903432	0.0870748	0.0725895	0.220396	0.562436	0.217168
6510	-66.58723	-75.50677	8.919544	0.183691	0.0703086	0.0186322	0.0609727	0.164928	0.04981	0.523018	0.034849	0.442133
6520	-69.0545	-78.27	9.215502	0.0252571	0.158463	0.0665943	0.1038	0.0681326	0.103965	0.595408	0.00484308	0.399749
6530	-73.13504	-74.3616	1.226556	0.309925	0.213271	0.1862	0.161525	0.0507293	0.201937	0.28494	0.226044	0.489016
6540	-68.03533	-73.1085	5.073171	0.0240969	0.281182	0.270159	0.00142062	0.0856895	0.173409	0.244599	0.642119	0.113281
6550	-75.44816	-75.47755	0.02938374	0.729993	0.0263967	0.0347456	0.169912	0.196984	0.0550757	0.736638	0.0942988	0.169063
6560	-69.42492	-73.45724	4.032322	0.14572	0.337379	0.256062	0.0506989	0.0731639	0.050762	0.912725	0.0200538	0.0672217
6570	-68.51983	-77.09241	8.572582	0.0572173	0.179572	0.160421	0.0622495	0.0246069	0.0902204	0.0719696	0.0179748	0.910056
6580	-69.10285	-73.78607	4.683221	0.285602	0.205317	0.169412	0.0202786	0.122344	0.062163	0.48103	0.0355327	0.483437
6590	-68.83092	-77.36741	8.53649	0.0421284	0.038945	0.210774	0.000280787	0.128967	0.155891	0.296218	0.375308	0.328474
6600	-67.66196	-74.2632	6.601242	0.0972299	0.191018	0.216205	0.0575413	0.0413615	0.118339	0.260041	0.297111	0.442848
6610	-74.65701	-78.49108	3.83407	0.41433	0.128639	0.0654745	0.108692	0.0433364	0.168138	0.00999726	0.274374	0.715628
6620	-67.97537	-77.44745	9.472082	0.0868217	0.130238	0.0635914	0.0898156	0.063094	0.0734661	0.135746	0.286552	0.577702
6630	-67.98777	-74.44355	6.455784	0.318029	0.120882	0.012237	0.0662914	0.125242	0.0898898	0.159857	0.469414	0.370729
6640	-69.44389	-73.20546	3.761569	0.153312	0.127117	0.339065	0.133619	0.0842439	0.0966747	0.153405	0.542115	0.30448
6650	-68.66537	-72.98308	4.317708	0.0330143	0.272784	0.258552	0.0861199	0.0516478	0.190329	0.141902	0.037341	0.820757
6660	-66.25922	-75.19635	8.937124	0.0361016	0.0984974	0.183781	0.0233683	0.111636	0.0936439	0.404694	0.0225319	0.572774
6670	-66.87194	-72.46371	5.591775	0.0923974	0.149614	0.292011	0.0331744	0.0832067	0.146774	0.129684	0.0590521	0.811264
6680	-70.26473	-76.00532	5.740588	0.143587	0.0981045	0.0398799	0.232266	0.21993	0.0522826	0.0944221	0.445977	0.459601
6690	-72.38864	-73.87622	1.487586	0.253735	0.242754	0.0084582	0.3955	0.0633038	0.140319	0.586382	0.186519	0.227099
6700	-66.88426	-76.25122	9.366961	0.0566029	0.0773297	0.108442	0.0576475	0.0812172	0.133647	0.508612	0.0552493	0.436139
6710	-70.63876	-77.62196	6.983202	0.110102	0.0503864	0.162003	0.0363341	0.178001	0.156306	0.330109	0.387547	0.282344
6720	-70.25974	-73.7135	3.453762	0.343576	0.016634	0.122419	0.242881	0.0995378	0.132	0.215699	0.232524	0.551776
6730	-70.03356	-73.75627	3.722714	0.00926323	0.338162	0.329952	0.0409751	0.123013	0.0955724	0.286719	0.594604	0.118677
6740	-70.55707	-72.83369	2.276628	0.341115	0.196596	0.204721	0.0946915	0.12156	0.0863849	0.324147	0.0966394	0.579214
6750	-69.97929	-75.33287	5.353575	0.170223	0.0640116	0.280082	0.135909	0.0215938	0.14317	0.55632	0.182709	0.260971
6760	-69.03785	-72.38278	3.34493	0.14494	0.265854	0.23311	0.133344	0.0715712	0.116368	0.500527	0.0146546	0.484819
6770	-66.13112	-74.28773	8.156612	0.217513	0.0839652	0.00646293	0.128252	0.118096	0.0511024	0.0309184	0.281184	0.687897
6780	-67.97154	-73.46846	5.49692	0.112148	0.105096	0.244326	0.0806346	0.110252	0.151814	0.514823	0.0219878	0.463189
6790	-67.91458	-74.58651	6.67193	0.0310298	0.0798031	0.348083	0.0162773	0.0480387	0.193176	0.241967	0.371542	0.38649
6800	-70.38219	-73.92609	3.543903	0.322615	0.207534	0.044339	0.111358	0.202684	0.0617784	0.557519	0.288071	0.15441
6810	-69.27934	-75.12254	5.843195	0.303304	0.225548	0.051989	0.0209256	0.109037	0.0675742	0.470525	0.159423	0.370052
6820	-70.8686	-74.40699	3.53839	0.106136	0.0739935	0.238324	0.278438	0.0462554	0.207574	0.466321	0.340379	0.1933
6830	-66.69846	-75.46265	8.764195	0.0648826	0.0645333	0.151767	0.101724	0.0459378	0.131114	0.00663843	0.135964	0.857398
6840	-68.60847	-75.02074	6.41227	0.139972	0.0679387	0.1263	0.149907	0.0993435	0.152365	0.563595	0.309741	0.126663
6850	-69.11549	-71.56667	2.451175	0.0619761	0.445604	0.308717	0.00451656	0.0686516	0.142552	0.328015	0.544665	0.127321
6860	-66.42128	-74.98317	8.561896	0.0929156	0.0496866	0.218825	0.0565015	0.0656417	0.0915155	0.550842	0.0230817	0.426076
6870	-67.80962	-73.99167	6.182044	0.213212	0.147318	0.0668271	0.0966424	0.164224	0.064817	0.257781	0.199891	0.542327
6880	-70.09385	-73.9982	3.904349	0.291807	0.145737	0.144786	0.121586	0.168034	0.0514064	0.419591	0.444033	0.136377
6890	-68.91703	-75.07937	6.162344	0.0303257	0.370919	0.163223	0.0491393	0.037508	0.103398	0.570822	0.0514069	0.377771
6900	-70.16103	-77.34034	7.179312	0.127963	0.0838207	0.252416	0.088109	0.00713117	0.11903	0.0995566	0.43196	0.468483
6910	-69.14053	-77.03918	7.898645	0.169754	0.222156	0.105076	0.0496418	0.0415555	0.0364972	0.244765	0.0254262	0.729808
6920	-66.68015	-73.771	7.090856	0.0452944	0.172844	0.254608	0.02191	0.0573088	0.133118	0.611929	0.146389	0.241681
6930	-67.77613	-76.55979	8.783662	0.0657143	0.100223	0.147942	0.0995769	0.0551869	0.0898606	0.502193	0.371533	0.126274
6940	-68.56224	-73.55555	4.99331	0.107662	0.327182	0.207002	0.0173094	0.0464159	0.136355	0.187408	0.669164	0.143428
6950	-67.07229	-74.08492	7.012633	0.115373	0.161444	0.20485	0.0183106	0.087526	0.10343	0.526291	0.355506	0.118204
6960	-69.66128	-76.44834	6.787065	0.275127	0.0250047	0.113033	0.0666121	0.180134	0.0478885	0.353617	0.474471	0.171913
6970	-67.58954	-73.31037	5.72083	0.249865	0.0698285	0.046646	0.19651	0.15135	0.0733279	0.122477	0.201156	0.676367
6980	-68.64713	-74.89789	6.250759	0.112591	0.189971	0.13581	0.0396436	0.167275	0.102612	0.548717	0.401878	0.0494058
6990	-76.36448	-73.50334	-2.861138	0.108107	0.330169	0.251628	0.232828	0.265213	0.2413	0.131589	0.571079	0.297332
7000	-67.68668	-75.64544	7.958765	0.0237018	0.0979818	0.297716	0.00455732	0.0909904	0.105238	0.708381	0.274297	0.0173214
7010	-73.99227	-73.25544	-0.7368374	0.369286	0.319559	0.43633	0.055865	0.00820741	0.0811548	0.833008	0.089736	0.0772562
7020	-69.97729	-74.6487	4.671413	0.107481	0.285286	0.183939	0.00363358	0.086074	0.199585	0.119937	0.693014	0.187049
7030	-70.71655	-75.53525	4.818702	0.184062	0.141275	0.200244	0.0499574	0.225965	0.0534808	0.581865	0.167604	0.250531
7040	-77.01961	-76.16471	-0.8548995	0.082431	0.415101	0.0495967	0.193277	0.391186	0.147638	0.179566	0.178973	0.641461
7050	-69.69968	-78.88836	9.188685	0.108579	0.03211	0.0161711	0.0975788	0.208443	0.0653359	0.105157	0.757508	0.137334
7060	-78.01595	-71.71623	-6.299727	0.368968	0.397502	0.62099	0.163021	0.0482609	0.0876256	0.688908	0.142666	0.168426
7070	-70.02282	-72.41766	2.394843	0.188073	0.115915	0.508286	0.0374149	0.0653921	0.121147	0.110634	0.269072	0.620294
7080	-71.25595	-74.06458	2.808628	0.143806	0.0978164	0.24526	0.175189	0.141478	0.201738	0.380846	0.297856	0.321298
7090	-66.18591	-75.34837	9.162465	0.0238926	0.112436	0.214707	0.022026	0.0681766	0.0889398	0.0316677	0.393201	0.575132
7100	-70.90053	-71.72155	0.8210205	0.156913	0.451154	0.31792	0.0218636	0.0422506	0.16381	0.324389	0.674435	0.00117627
7110	-69.43522	-75.10376	5.668539	0.283224	0.148311	0.0957807	0.113529	0.0615545	0.0890389	0.420535	0.000276067	0.579189
7120	-69.41301	-72.76584	3.352821	0.28931	0.185599	0.00231979	0.253389	0.175646	0.0583315	0.27293	0.0453762	0.681694
7130	-68.95851	-76.84795	7.889447	0.0965218	0.0328338	0.184059	0.163556	0.033023	0.115375	0.659083	0.0422529	0.298664
7140	-67.38215	-75.00636	7.62421	0.227139	0.0153008	0.0151302	0.192249	0.0916396	0.103744	0.118115	0.629626	0.252259
7150	-71.41634	-76.58308	5.16675	0.0044286	0.059769	0.391535	0.0773399	0.0814335	0.214453	0.775474	0.00197734	0.222549
7160	-73.62456	-73.02454	-0.6000202	0.331045	0.0906409	0.0579696	0.423324	0.136611	0.220581	0.436572	0.149203	0.414225
7170	-68.50819	-73.68326	5.175073	0.0782965	0.230716	0.345978	0.0196159	0.0119138	0.141817	0.336837	0.169604	0.493559
7180	-71.58676	-77.44152	5.854754	0.0840122	0.465456	0.163345	0.000764914	0.0246214	0.0393143	0.0492291	0.829501	0.12127
7190	-67.29541	-75.56338	8.267971	0.0272824	0.0853258	0.184937	0.0288557	0.0995844	0.171079	0.126598	0.128844	0.744558
7200	-70.06365	-74.3262	4.262544	0.0452588	0.196354	0.190413	0.152275	0.0805173	0.231754	0.62221	0.0433054	0.334485
7210	-69.0893	-73.25437	4.165063	0.330765	0.123334	0.0349227	0.14417	0.209367	0.061301	0.203224	0.0368592	0.759917
7220	-65.20083	-75.57891	10.37808	0.212134	0.0368186	0.00877915	0.000273852	0.111772	0.0695023	0.490364	0.0469746	0.462662
7230	-69.41609	-77.15527	7.739182	0.116778	0.240452	0.0887594	0.0763128	0.0758629	0.0384388	0.282451	0.434279	0.28327
7240	-70.41411	-75.81967	5.405559	0.394283	0.0352869	0.107318	0.0352211	0.129024	0.109969	0.673467	0.0106324	0.315901
7250	-68.59957	-73.96673	5.367155	0.218789	0.232906	0.145508	0.0361978	0.114801	0.0657721	0.0367681	0.438457	0.524775
7260	-69.3005	-75.20559	5.90509	0.168178	0.0173861	0.0223421	0.307586	0.17384	0.0844168	0.276729	0.422222	0.301049
7270	-67.15564	-75.48993	8.334293	0.00875682	0.172312	0.26368	0.00621131	0.0240765	0.117069	0.213594	0.00754674	0.77886
7280	-71.40645	-78.94442	7.537967	0.0257935	0.103564	0.0666076	0.136059	0.0890104	0.230616	0.403034	0.067145	0.529822
7290	-68.82759	-72.10549	3.277895	0.0232731	0.310565	0.342099	0.0500689	0.0621585	0.182034	0.261602	0.416052	0.322346
7300	-71.08056	-73.89784	2.817283	0.203473	0.325502	0.18053	0.0144641	0.10739	0.173283	0.865393	0.0929925	0.0416149
7310	-67.91132	-73.68433	5.773001	0.162097	0.194341	0.206777	0.0353924	0.12557	0.0594491	0.414544	0.0410086	0.544448
7320	-69.43507	-74.46496	5.029898	0.18483	0.0297559	0.0366292	0.316001	0.169682	0.102294	0.425126	0.363695	0.211179
7330	-68.44356	-75.00033	6.556765	0.335818	0.0780643	0.0159643	0.0747621	0.154994	0.0654176	0.211461	0.712092	0.0764472
7340	-67.63368	-74.43983	6.806152	0.0430396	0.1382	0.360207	0.0121736	0.046558	0.106194	0.902781	0.0758494	0.0213693
7350	-70.31826	-72.61551	2.297249	0.136172	0.295742	0.176194	0.209394	0.121827	0.104198	0.390514	0.196982	0.412504
7360	-68.32188	-72.28828	3.966407	0.0278181	0.291036	0.390655	0.0292	0.0593267	0.120678	0.233349	0.0110261	0.755624
7370	-73.66628	-72.41669	-1.249583	0.225119	0.52331	0.466594	0.0153078	0.0173664	0.0610444	0.547987	0.210577	0.241436
7380	-68.7824	-75.12569	6.343288	0.185574	0.207003	0.0214604	0.0228398	0.243193	0.0609131	0.0140036	0.137632	0.848364
7390	-69.36251	-75.70556	6.343056	0.115244	0.120015	0.186074	0.0108213	0.161667	0.14718	0.459256	0.406159	0.134585
7400	-68.11408	-77.97642	9.862342	0.155531	0.0423757	0.112651	0.0415195	0.0688546	0.0569126	0.620307	0.27667	0.103023
7410	-70.77583	-73.02864	2.25281	0.21105	0.157646	0.363136	0.153965	0.077891	0.0831613	0.506324	0.0888162	0.40486
7420	-71.95546	-72.12521	0.1697548	0.201969	0.27366	0.411508	0.136344	0.00245337	0.176676	0.642828	0.104886	0.252287
7430	-69.41732	-76.83991	7.422592	0.159578	0.0658481	0.140589	0.00694526	0.221232	0.0660858	0.0102378	0.223179	0.766583
7440	-66.88585	-74.47397	7.588122	0.189218	0.13307	0.0933339	0.0211668	0.133219	0.0778916	0.46321	0.033898	0.502892
7450	-66.42084	-75.88925	9.468411	0.154917	0.0969892	0.00389326	0.0145982	0.173433	0.0634704	0.392555	0.195501	0.411944
7460	-66.15732	-74.17093	8.01361	0.135054	0.0598789	0.233722	0.0397813	0.0522901	0.0953587	0.166415	0.0226373	0.810948
7470	-69.55977	-73.35888	3.799105	0.148995	0.362387	0.197569	0.0284369	0.0945571	0.0992801	0.0875421	0.867745	0.0447129
7480	-66.79058	-74.67061	7.880026	0.166176	0.0287471	0.117939	0.112001	0.0960299	0.10518	0.0956046	0.171094	0.733301
7490	-69.27198	-75.42242	6.150439	0.157341	0.205043	0.260307	0.0302267	0.0437793	0.0587068	0.372638	0.459871	0.167491
7500	-73.93296	-74.73619	0.8032288	0.00440747	0.247617	0.251935	0.300262	0.0352775	0.315743	0.398549	0.330094	0.271356
7510	-71.56078	-72.63022	1.06944	0.107729	0.236564	0.199054	0.283321	0.134949	0.173719	0.207618	0.509278	0.283104
7520	-67.5926	-73.00955	5.416942	0.0252503	0.238183	0.312466	0.039864	0.0605916	0.133896	0.928328	0.0102024	0.0614691
7530	-71.73543	-71.71963	-0.01580526	0.0401236	0.351139	0.396873	0.110119	0.122089	0.196143	0.0839467	0.802762	0.113291
7540	-66.66598	-75.64024	8.974262	0.115305	0.0861792	0.171132	0.0308123	0.0633215	0.0775012	0.493719	0.225372	0.280908
7550	-67.73861	-75.5792	7.840596	0.115929	0.122139	0.0379121	0.0825551	0.179033	0.0914532	0.130969	0.0699414	0.799089
7560	-70.82253	-75.24272	4.420187	0.326137	0.0658318	0.0639075	0.261219	0.154822	0.0128666	0.116483	0.609485	0.274032
7570	-69.2682	-74.91466	5.646467	0.124752	0.078391	0.0507454	0.241713	0.133819	0.163668	0.0242394	0.529726	0.446034
7580	-69.61108	-74.23774	4.626658	0.131602	0.202443	0.224176	0.189067	0.0356718	0.0863842	0.259215	0.708523	0.0322624
7590	-72.74835	-77.44186	4.693509	0.371975	0.0417667	0.150432	0.106119	0.0400092	0.154044	0.703482	0.126138	0.17038
7600	-67.74278	-75.19118	7.448402	0.247377	0.0761126	0.014858	0.132705	0.15294	0.0343559	0.254482	0.595092	0.150426
7610	-67.85504	-74.54623	6.691186	0.0525047	0.130276	0.200463	0.119854	0.130284	0.0815869	0.0912913	0.00756085	0.901148
7620	-75.33099	-75.3015	-0.02948947	0.124939	0.299915	0.29391	0.261549	0.203845	0.0333516	0.913631	0.0249792	0.0613894
7630	-71.33893	-76.17366	4.834724	0.218099	0.157828	0.154694	0.121179	0.0291492	0.172838	0.201489	0.571067	0.227445
7640	-69.42366	-73.87671	4.453049	0.423001	0.024114	0.0325542	0.20685	0.127844	0.0679633	0.100894	0.825017	0.0740896
7650	-70.09012	-75.68924	5.599118	0.170102	0.038886	0.333479	0.0211002	0.157113	0.0759494	0.171215	0.428362	0.400423
7660	-72.57978	-79.17372	6.593939	0.0984062	0.0293733	0.223572	0.291526	0.0571722	0.0221908	0.233489	0.405313	0.361198
7670	-67.69029	-76.30668	8.616397	0.141341	0.0204923	0.0358327	0.163381	0.120298	0.0896657	0.537472	0.197418	0.265111
7680	-66.71604	-76.24105	9.525014	0.150889	0.0340062	0.0090225	0.0947509	0.0920127	0.122388	0.297143	0.245473	0.457384
7690	-70.50563	-76.06891	5.563288	0.275312	0.139878	0.0497321	0.0263168	0.257811	0.0502579	0.632487	0.130595	0.236918
7700	-68.1594	-73.70905	5.549651	0.295063	0.0316941	0.0222305	0.172474	0.18616	0.0927064	0.102551	0.261162	0.636287
7710	-69.01726	-76.03928	7.022014	0.0607307	0.126079	0.117977	0.158399	0.0527484	0.174297	0.0213404	0.593732	0.384928
7720	-68.85299	-74.77592	5.922934	0.178885	0.0509628	0.160177	0.190493	0.127497	0.0644003	0.452588	0.137917	0.409495
7730	-69.80275	-75.31083	5.508082	0.0073703	0.166831	0.322651	0.0484044	0.1492	0.108979	0.318191	0.41792	0.263889
