Iteration	Posterior	Likelihood	Prior	rate[1]	rate[2]	rate[3]	rate[4]	rate[5]	rate[6]	rf[1]	rf[2]	rf[3]
360	-69.6462	-77.23698	7.590776	0.220873	0.102196	0.0712129	0.0354642	0.0824753	0.13548	0.652739	0.341445	0.00581524
370	-68.76667	-74.66936	5.902685	0.141964	0.179153	0.0591997	0.0959204	0.181256	0.116436	0.343608	0.0619968	0.594395
380	-69.17852	-73.81509	4.636569	0.0760358	0.197028	0.175731	0.122396	0.119449	0.177964	0.512268	0.389852	0.0978796
390	-75.18044	-78.65486	3.474415	0.435848	0.181281	0.125814	0.0955903	0.028644	0.0883266	0.390027	0.487827	0.122146
400	-67.50435	-73.70132	6.196966	0.216716	0.10055	0.128459	0.121267	0.0843887	0.100544	0.0532964	0.212326	0.734378
410	-69.73643	-73.07191	3.335477	0.0263163	0.218716	0.415273	0.0647346	0.117276	0.123578	0.335028	0.155538	0.509435
420	-67.56403	-76.18933	8.625298	0.0765237	0.026351	0.223454	0.0290581	0.13465	0.0803083	0.187317	0.137475	0.675209
430	-66.74907	-73.82339	7.074316	0.103216	0.107997	0.186227	0.104698	0.0887301	0.0954526	0.0201695	0.361975	0.617855
440	-70.54132	-73.13428	2.592953	0.0124501	0.332699	0.257498	0.166195	0.051283	0.201289	0.104163	0.159577	0.73626
450	-71.0963	-74.80847	3.712166	0.0346341	0.288918	0.218861	0.060787	0.0500845	0.284441	0.201364	0.395612	0.403025
460	-70.32635	-76.22161	5.895263	0.185437	0.0100908	0.145824	0.180238	0.192032	0.0608629	0.0517903	0.11297	0.835239
470	-67.9946	-73.93329	5.938685	0.378145	0.0236208	0.0188713	0.157749	0.111367	0.0814848	0.0487595	0.320132	0.631108
480	-67.56783	-77.489	9.921164	0.213375	0.0179776	0.0212336	0.00194522	0.143426	0.0754896	0.619634	0.241982	0.138384
490	-67.63565	-75.47264	7.836998	0.229641	0.0236246	0.11006	0.0998947	0.125147	0.0409233	0.185134	0.00664312	0.808223
500	-72.0686	-75.75434	3.685731	0.208505	0.237984	0.127565	0.0867309	0.25314	0.0257785	0.417846	0.375877	0.206276
510	-69.1551	-75.92485	6.769756	0.222236	0.0706548	0.18698	0.0290196	0.148501	0.0517018	0.825691	0.0498306	0.124478
520	-69.03593	-76.09735	7.061413	0.0661599	0.0314861	0.283689	0.0822538	0.0200477	0.203648	0.129029	0.389686	0.481286
530	-68.96477	-74.43826	5.47349	0.222575	0.239839	0.0542462	0.117105	0.129626	0.042632	0.254982	0.106409	0.638609
540	-69.11579	-73.67303	4.557242	0.261016	0.241971	0.0869889	0.0692527	0.125277	0.0900298	0.0706054	0.121064	0.808331
550	-67.89258	-76.42435	8.531775	0.203016	0.0736757	0.00395348	0.00114698	0.210325	0.0852214	0.290569	0.19026	0.519171
560	-67.36855	-73.55228	6.183729	0.16936	0.0796316	0.242067	0.1033	0.0530348	0.105521	0.0645773	0.05448	0.880943
570	-69.28673	-72.56619	3.279461	0.170743	0.15569	0.385004	0.0486095	0.0975753	0.112459	0.762348	0.0407305	0.196922
580	-68.29926	-75.17964	6.880384	0.187922	0.124202	0.150853	0.0381949	0.142243	0.0574071	0.0461393	0.734906	0.218955
590	-69.28041	-74.46375	5.183338	0.140198	0.245049	0.0883352	0.160668	0.0891838	0.104285	0.247213	0.603382	0.149405
600	-67.76465	-77.65277	9.888129	0.207617	0.0749516	0.00584332	0.0225132	0.0846167	0.0803743	0.122666	0.838039	0.0392952
610	-67.96521	-76.39151	8.426297	0.180674	0.0199001	0.01992	0.0987173	0.15525	0.110765	0.0529778	0.855895	0.0911274
620	-71.66209	-72.88581	1.223721	0.316114	0.157436	0.0999392	0.359871	0.0955036	0.0949361	0.308522	0.298799	0.392679
630	-68.47596	-74.40041	5.924453	0.16182	0.198675	0.187656	0.00540747	0.0645881	0.154155	0.615869	0.11149	0.272641
640	-68.55305	-77.2531	8.700047	0.0137074	0.155308	0.126855	0.0500185	0.0467933	0.172074	0.237711	0.0810646	0.681224
650	-67.58985	-74.21096	6.621113	0.111261	0.232413	0.173889	0.038974	0.106488	0.0571837	0.115903	0.0276686	0.856429
660	-67.70716	-75.05153	7.34437	0.0328709	0.104151	0.259482	0.0672646	0.121807	0.0805521	0.0411668	0.145573	0.81326
670	-69.09943	-73.85022	4.750785	0.0559552	0.17554	0.33954	0.0992139	0.1064	0.0834131	0.0524554	0.33793	0.609615
680	-68.09444	-75.07582	6.981386	0.194718	0.202569	0.0418637	0.0526178	0.143606	0.057895	0.940947	0.0437428	0.0153104
690	-67.61055	-74.36226	6.75171	0.206959	0.159357	0.0293086	0.0676513	0.141165	0.106001	0.28531	0.239809	0.474882
700	-67.53455	-73.26299	5.728436	0.111158	0.153705	0.275297	0.00808227	0.143663	0.0950539	0.290025	0.137313	0.572662
710	-68.08323	-74.42655	6.343317	0.0890155	0.194261	0.302091	0.0147618	0.0834098	0.0574424	0.499666	0.0641122	0.436222
720	-66.88308	-74.73027	7.847184	0.101688	0.133082	0.228449	0.0013344	0.107103	0.056872	0.402746	0.0758799	0.521374
730	-68.18958	-75.12025	6.930678	0.0587922	0.137709	0.129478	0.114699	0.134659	0.121724	0.79605	0.0385447	0.165405
740	-70.37809	-73.60351	3.225415	0.099206	0.420879	0.160274	0.115985	0.0899018	0.087877	0.527908	0.426183	0.0459089
750	-71.42577	-71.31753	-0.108245	0.217878	0.350684	0.306624	0.100042	0.128535	0.119636	0.427711	0.183998	0.388291
760	-68.55268	-75.21464	6.661959	0.239092	0.126702	0.00914705	0.133818	0.181329	0.0270659	0.43742	0.333724	0.228856
770	-70.00767	-75.42775	5.420082	0.22525	0.0982126	0.101854	0.182528	0.056384	0.145787	0.554062	0.27844	0.167498
780	-67.20955	-75.27776	8.068208	0.137737	0.0488007	0.0415012	0.141036	0.113583	0.129344	0.159261	0.0857647	0.754974
790	-71.22445	-75.37155	4.147094	0.27162	0.0357331	0.0599353	0.169652	0.204687	0.163577	0.0031623	0.71719	0.279647
800	-75.00561	-73.34796	-1.657648	0.158523	0.584235	0.257156	0.149394	0.0172438	0.172703	0.597507	0.145146	0.257346
810	-68.01087	-74.60561	6.594734	0.0554928	0.0474887	0.311242	0.125364	0.0246483	0.157945	0.0245288	0.101653	0.873818
820	-68.18513	-75.15451	6.969374	0.164862	0.243805	0.082263	0.0528703	0.0864166	0.0639507	0.557	0.0395982	0.403402
830	-69.31372	-73.07627	3.762547	0.180102	0.181611	0.284487	0.0967301	0.0564923	0.134536	0.505706	0.396041	0.098253
840	-74.29108	-75.36019	1.069109	0.466222	0.0219691	0.0251806	0.424992	0.0598646	0.137134	0.124902	0.276147	0.598951
850	-68.27578	-77.46817	9.192389	0.189823	0.00458957	0.0445857	0.13439	0.120341	0.0342114	0.229082	0.171851	0.599067
860	-67.06036	-75.00499	7.944631	0.0308766	0.203616	0.173127	0.0171367	0.0568322	0.139653	0.464929	0.169392	0.365679
870	-71.32734	-75.1967	3.869361	0.204394	0.363766	0.0155112	0.0627876	0.186421	0.0930926	0.220586	0.651003	0.128411
880	-68.39096	-75.41336	7.0224	0.259668	0.182717	0.0259455	0.0641992	0.132424	0.0252488	0.364601	0.0970363	0.538363
890	-70.94558	-74.23832	3.292746	0.0225398	0.487065	0.161176	0.00173091	0.170191	0.126385	0.0184816	0.646298	0.335221
900	-69.64463	-78.65529	9.010657	0.15547	0.0564795	0.0170838	0.0734718	0.0629934	0.176032	0.257572	0.375786	0.366642
910	-67.36415	-76.32813	8.963984	0.105331	0.0227559	0.222795	0.0379426	0.0917793	0.0644167	0.599481	0.0102806	0.390238
920	-72.34354	-73.09745	0.7539056	0.12501	0.390467	0.367023	0.0649999	0.161477	0.0499548	0.301646	0.377594	0.32076
930	-66.92843	-76.70859	9.780163	0.184858	0.032718	0.0183383	0.0256127	0.181681	0.0407817	0.370346	0.0169015	0.612753
940	-66.56887	-77.1308	10.56194	0.100648	0.0465061	0.00635373	0.0694087	0.0832268	0.119389	0.0134932	0.147425	0.839082
950	-70.92452	-72.51772	1.593195	0.182113	0.322556	0.195521	0.210833	0.077799	0.10735	0.301705	0.151411	0.546884
960	-70.74262	-71.86793	1.125307	0.113287	0.323553	0.441805	0.09802	0.0313996	0.123094	0.178893	0.406667	0.414439
970	-66.82901	-73.65343	6.824419	0.246309	0.0684729	0.138903	0.0633869	0.119681	0.0682542	0.0259569	0.00691983	0.967123
980	-67.42276	-72.67399	5.251228	0.161011	0.187728	0.22668	0.057365	0.0762389	0.113619	0.188529	0.0124342	0.799037
990	-70.51793	-74.28668	3.76875	0.16176	0.218376	0.136689	0.0764201	0.235796	0.104453	0.59215	0.0010818	0.406768
1000	-67.38275	-74.35428	6.971523	0.228945	0.0273963	0.0465041	0.198444	0.127043	0.0656745	0.181036	0.325976	0.492988
1010	-68.86569	-73.42904	4.563358	0.224623	0.077643	0.223288	0.0879908	0.106935	0.153598	0.144662	0.195086	0.660252
1020	-70.94185	-76.46418	5.522329	0.010961	0.0527881	0.449432	0.0161464	0.0476483	0.225395	0.377801	0.47	0.152199
1030	-69.50949	-75.15045	5.640966	0.292013	0.0866412	0.265655	0.00605975	0.0622733	0.0808578	0.649095	0.17659	0.174315
1040	-72.74625	-72.98212	0.2358742	0.149165	0.301491	0.248338	0.335737	0.0287345	0.134201	0.617697	0.207001	0.175302
1050	-71.39109	-74.20318	2.812093	0.391912	0.0848244	0.209723	0.131098	0.115689	0.0717819	0.425399	0.560595	0.0140063
1060	-68.88861	-75.80524	6.916628	0.0869433	0.251438	0.053394	0.069567	0.138501	0.0982683	0.770997	0.148278	0.0807245
1070	-66.73143	-73.70746	6.976037	0.0923019	0.108283	0.193121	0.118344	0.0725715	0.109048	0.0969504	0.138483	0.764567
1080	-68.3704	-72.63528	4.264877	0.0606748	0.256652	0.266519	0.0610872	0.0656619	0.185802	0.130935	0.244176	0.624889
1090	-67.0823	-75.27706	8.194768	0.0502005	0.118109	0.229177	0.0450661	0.0595526	0.100433	0.409555	0.471146	0.119299
1100	-70.59884	-71.67571	1.076868	0.0285379	0.4208	0.329067	0.0251749	0.160423	0.170778	0.448421	0.484295	0.0672845
1110	-69.44	-75.45293	6.012931	0.133764	0.185189	0.264028	0.0764748	0.0192063	0.087024	0.106066	0.469079	0.424855
1120	-69.63697	-73.05373	3.416766	0.318243	0.130053	0.0806604	0.223232	0.154633	0.0529928	0.198564	0.175564	0.625872
1130	-69.34307	-74.10485	4.76178	0.172205	0.161857	0.251047	0.0308359	0.181894	0.061401	0.292272	0.233472	0.474257
1140	-73.54863	-72.87423	-0.6743988	0.202104	0.174845	0.0606277	0.491044	0.166849	0.170263	0.282284	0.557028	0.160689
1150	-71.0652	-76.39672	5.331514	0.0884526	0.0774693	0.286393	0.0112298	0.111841	0.241254	0.405913	0.0934428	0.500644
1160	-69.16132	-77.57982	8.418497	0.160386	0.205833	0.00422974	0.068261	0.0609699	0.08613	0.0938247	0.823402	0.0827737
1170	-71.29453	-76.97491	5.680381	0.0496952	0.24459	0.306917	0.0971886	0.0501101	0.0420512	0.241043	0.667491	0.0914654
1180	-72.38725	-75.45934	3.072087	0.292066	0.140423	0.241039	0.0494026	0.0558234	0.206834	0.269938	0.558884	0.171178
1190	-65.64004	-74.63206	8.992021	0.228239	0.0545823	0.0168863	0.064316	0.091839	0.0870604	0.127397	0.138741	0.733862
1200	-67.70201	-77.60316	9.901153	0.0860032	0.0722412	0.0529069	0.0447362	0.133536	0.0855191	0.444134	0.31521	0.240656
1210	-67.03801	-74.91788	7.879861	0.125235	0.12387	0.104954	0.0805055	0.0695502	0.121971	0.194721	0.0461942	0.759084
1220	-69.02907	-73.43436	4.405297	0.0273716	0.236115	0.225349	0.135954	0.0984359	0.162671	0.826493	0.0818446	0.0916622
1230	-66.79775	-76.53518	9.737423	0.127612	0.159395	0.0063493	0.0417361	0.0842729	0.0678203	0.663035	0.00807699	0.328888
1240	-68.1649	-80.61731	12.45242	0.0454986	0.0280816	0.0046868	0.00543257	0.106256	0.0942162	0.193919	0.106244	0.699837
1250	-69.85889	-77.93286	8.073965	0.0516632	0.0704869	0.0886413	0.100662	0.127169	0.172948	0.380566	0.574598	0.0448358
1260	-69.44771	-78.5684	9.120691	0.00528492	0.0380064	0.205566	0.146985	0.0362018	0.101257	0.161856	0.346246	0.491897
1270	-65.97013	-74.59534	8.62521	0.0265214	0.0812599	0.205566	0.0400331	0.0814049	0.135566	0.045708	0.00412446	0.950168
1280	-67.15067	-74.42521	7.274541	0.0790573	0.130074	0.167548	0.0151041	0.120541	0.159024	0.0601095	0.0205569	0.919334
1290	-69.43918	-74.27878	4.839602	0.135593	0.156386	0.259166	0.103158	0.142061	0.0570581	0.388956	0.208842	0.402202
1300	-68.54372	-75.09247	6.548745	0.278124	0.177027	0.0759638	0.0155426	0.125772	0.0531903	0.0812116	0.604701	0.314087
1310	-69.37564	-73.86596	4.490319	0.232766	0.0626417	0.169453	0.165823	0.110379	0.138477	0.398636	0.452229	0.149135
1320	-66.53204	-76.30305	9.771008	0.29359	0.0573639	0.00329006	0.00869279	0.0844054	0.0373323	0.167465	0.344904	0.487631
1330	-66.48753	-75.16706	8.679529	0.100549	0.0316535	0.240845	0.00270078	0.0990302	0.0915111	0.00390948	0.53179	0.4643
1340	-68.3012	-75.1206	6.8194	0.0443428	0.143018	0.384854	0.00619737	0.0461776	0.0807919	0.677131	0.179842	0.143028
1350	-67.08223	-75.59745	8.515228	0.143096	0.0659493	0.143223	0.0579616	0.0741564	0.0941894	0.405735	0.401404	0.192861
1360	-68.67224	-73.94611	5.273868	0.11646	0.330505	0.212233	0.041753	0.0313319	0.0886667	0.0233382	0.615625	0.361037
1370	-66.62796	-75.81695	9.188992	0.182735	0.0621654	0.0407545	0.0685156	0.113559	0.0604653	0.345675	0.438771	0.215553
1380	-69.47346	-72.67547	3.202017	0.248662	0.127094	0.265698	0.103064	0.135698	0.0956573	0.0609796	0.392372	0.546649
1390	-68.30936	-77.70138	9.392017	0.0356268	0.0588907	0.10861	0.101058	0.132562	0.0762665	0.116864	0.463432	0.419704
1400	-68.63604	-75.99099	7.354952	0.306525	0.034229	0.0863118	0.0617359	0.139468	0.0370667	0.481364	0.296077	0.22256
1410	-67.37589	-72.7283	5.352407	0.0981345	0.186932	0.326676	0.00577726	0.0864505	0.111106	0.184114	0.50223	0.313656
1420	-69.54911	-75.25621	5.707094	0.239683	0.0554938	0.1173	0.163348	0.174706	0.0380239	0.171138	0.527419	0.301442
1430	-68.38727	-75.22733	6.840069	0.291597	0.126501	0.0142279	0.113657	0.117558	0.0402952	0.571482	0.345741	0.082777
1440	-70.71103	-73.88115	3.170116	0.186484	0.294134	0.00903211	0.221052	0.188757	0.0787987	0.270242	0.690984	0.0387744
1450	-70.11963	-72.87613	2.756501	0.160358	0.106502	0.421307	0.092208	0.10964	0.119171	0.134709	0.34904	0.516252
1460	-72.07202	-73.14119	1.069171	0.260643	0.399179	0.253781	0.092208	0.0532383	0.0763079	0.103024	0.322655	0.57432
1470	-66.52798	-73.60272	7.074742	0.0967994	0.149955	0.16334	0.067076	0.11624	0.092878	0.102592	0.00828781	0.88912
1480	-67.45982	-73.52179	6.061967	0.19982	0.13351	0.175952	0.0532246	0.115498	0.0840146	0.391394	0.119163	0.489443
1490	-68.0453	-73.82221	5.776914	0.247579	0.118024	0.0580918	0.116738	0.149614	0.0932877	0.246751	0.42646	0.326789
1500	-68.18402	-73.90701	5.722992	0.148607	0.11888	0.310224	0.00136594	0.0505187	0.157769	0.684816	0.151064	0.16412
1510	-68.25754	-75.88011	7.622566	0.0927231	0.110636	0.0949293	0.109866	0.0870982	0.150072	0.393995	0.434898	0.171107
1520	-66.68622	-74.16263	7.476402	0.10158	0.203163	0.14163	0.0211408	0.0810576	0.107683	0.0554595	0.182839	0.761702
1530	-68.97422	-72.81817	3.843941	0.162061	0.212537	0.25047	0.0875857	0.059413	0.155806	0.221821	0.337218	0.440961
1540	-69.26201	-75.92882	6.666812	0.115168	0.0944762	0.0838255	0.103324	0.175909	0.144089	0.240248	0.295472	0.46428
1550	-69.81939	-72.70768	2.888288	0.268949	0.09905	0.0750715	0.329833	0.131804	0.0946243	0.0633176	0.689719	0.246964
1560	-67.22239	-77.17682	9.954434	0.126377	0.0152975	0.156941	0.00412901	0.0541639	0.11405	0.353563	0.346578	0.29986
1570	-66.04325	-76.27102	10.22777	0.145377	0.0752579	0.00883144	0.00129025	0.0963412	0.123423	0.115231	0.0307944	0.853974
1580	-67.31866	-74.18667	6.868009	0.0665118	0.0918947	0.324869	0.0576061	0.0397527	0.121113	0.155261	0.451957	0.392783
1590	-66.14554	-75.86592	9.720385	0.0534271	0.0539426	0.162722	0.0385646	0.0526667	0.127137	0.219389	0.222486	0.558125
1600	-68.15636	-75.87907	7.722707	0.0860064	0.101533	0.0702877	0.168884	0.128724	0.0824018	0.094189	0.447921	0.45789
1610	-68.07122	-73.81018	5.738962	0.217753	0.218525	0.0817382	0.0789025	0.123254	0.0659995	0.0515622	0.0885522	0.859886
1620	-73.09752	-79.58027	6.48275	0.137549	0.000569589	0.164947	0.105791	0.0892779	0.232421	0.702048	0.0177662	0.280186
1630	-71.4421	-76.65338	5.211278	0.240734	0.359375	0.0789089	0.0553226	0.0353272	0.055961	0.442265	0.474159	0.0835759
1640	-67.98943	-76.30135	8.311919	0.0782551	0.141979	0.190014	0.00950179	0.0433924	0.130636	0.306554	0.670916	0.0225296
1650	-67.41789	-77.60362	10.18572	0.165284	0.0598227	0.0228877	0.0777167	0.0842486	0.0437045	0.702094	0.150701	0.147205
1660	-67.92097	-75.79562	7.874647	0.186489	0.0357179	0.0155161	0.138246	0.186782	0.0637246	0.141588	0.816292	0.0421202
1670	-68.50402	-72.41962	3.915593	0.203577	0.23364	0.240911	0.0285271	0.113051	0.102808	0.253812	0.17296	0.573229
1680	-66.82793	-76.22812	9.400189	0.207567	0.0283015	0.0259806	0.0215868	0.117594	0.111373	0.344739	0.242098	0.413163
1690	-67.71734	-72.22649	4.509155	0.0994493	0.197275	0.29149	0.0437335	0.104236	0.141947	0.438764	0.009887	0.551349
1700	-66.66307	-75.39227	8.729205	0.225434	0.0248914	0.100189	0.0577228	0.0794568	0.0748817	0.143201	0.208492	0.648307
1710	-67.65722	-75.31562	7.658396	0.0977987	0.0776086	0.153231	0.159191	0.0813706	0.0734462	0.282373	0.220378	0.497249
1720	-68.82929	-76.40742	7.578125	0.0747937	0.0639145	0.0511078	0.205013	0.117353	0.136465	0.0263239	0.723648	0.250028
1730	-67.14308	-76.36017	9.217087	0.0582869	0.041673	0.256989	0.0361249	0.0340165	0.099004	0.282497	0.403133	0.314369
1740	-70.36709	-76.66158	6.294483	0.14819	0.193416	0.155202	0.0567337	0.0197229	0.171368	0.813539	0.136868	0.0495935
1750	-69.74046	-79.40148	9.661023	0.0102498	0.135373	0.148992	0.0723805	0.0227051	0.103198	0.641342	0.028627	0.330031
1760	-67.89405	-75.26927	7.375215	0.0569422	0.0971505	0.311654	0.0637784	0.0729809	0.0613148	0.130681	0.0551016	0.814217
1770	-67.99147	-73.13032	5.138858	0.0914267	0.205535	0.315885	0.0672911	0.0443022	0.106605	0.336767	0.0427546	0.620478
1780	-69.96203	-74.72052	4.758485	0.0723211	0.203635	0.128536	0.112377	0.192116	0.150502	0.558187	0.0720912	0.369722
1790	-70.64655	-74.40453	3.757985	0.219123	0.240066	0.103722	0.0891048	0.198555	0.0837286	0.0937235	0.890609	0.0156677
1800	-68.59973	-72.17223	3.572498	0.0503608	0.348249	0.325221	0.0301264	0.0345797	0.159633	0.178518	0.539143	0.282339
1810	-71.12196	-78.91882	7.796861	0.090572	0.0104659	0.160172	0.0525238	0.164602	0.153956	0.149209	0.510235	0.340556
1820	-68.3527	-73.65876	5.30606	0.287732	0.0578274	0.0380992	0.172207	0.147508	0.115169	0.266963	0.420795	0.312242
1830	-73.79105	-74.76621	0.9751606	0.130045	0.377642	0.156085	0.108801	0.315368	0.0544448	0.612532	0.104719	0.282749
1840	-69.9709	-72.45128	2.480378	0.0251498	0.195256	0.54345	0.0498123	0.0405347	0.175631	0.352462	0.0410011	0.606537
1850	-71.06693	-76.60895	5.542022	0.115075	0.0619158	0.419628	0.101357	0.0126715	0.0902506	0.0483627	0.483773	0.467865
1860	-72.47301	-71.97563	-0.4973793	0.158684	0.419906	0.300585	0.0502013	0.233789	0.0893312	0.493517	0.260088	0.246395
1870	-71.9483	-74.32797	2.379664	0.0147966	0.334615	0.221846	0.0393128	0.231967	0.194827	0.253917	0.130662	0.615421
1880	-71.56709	-72.34887	0.7817761	0.277231	0.240586	0.333525	0.0827293	0.124949	0.0978263	0.125056	0.850104	0.0248398
1890	-68.83968	-75.83923	6.999547	0.0609547	0.0295617	0.260928	0.14743	0.0416203	0.151417	0.322283	0.456041	0.221676
1900	-70.65637	-73.6937	3.037325	0.0929808	0.208473	0.170859	0.244223	0.167337	0.104316	0.204102	0.612046	0.183852
1910	-68.32658	-74.08784	5.761257	0.0242522	0.373213	0.213858	0.0107729	0.0389391	0.123469	0.356121	0.352763	0.291117
1920	-70.3947	-73.06705	2.672355	0.05359	0.284605	0.22056	0.180421	0.149479	0.126822	0.543506	0.28367	0.172823
1930	-68.49765	-75.46321	6.96556	0.181527	0.241866	0.0627446	0.033403	0.115977	0.0589356	0.365325	0.439908	0.194768
1940	-73.81379	-74.00265	0.1888572	0.0501486	0.551804	0.335953	0.15524	0.030084	0.0779527	0.395918	0.252569	0.351513
1950	-68.01489	-74.46246	6.447575	0.0360334	0.243669	0.171691	0.0239133	0.128611	0.129267	0.207671	0.598257	0.194072
1960	-72.71018	-71.54507	-1.165106	0.0759627	0.372231	0.336025	0.17567	0.111518	0.231019	0.00851803	0.57894	0.412542
1970	-68.49604	-72.35046	3.854428	0.0485941	0.237043	0.439739	0.013224	0.0681167	0.120372	0.764913	0.0932949	0.141793
1980	-69.79996	-77.53985	7.739896	0.0725728	0.210346	0.0343034	0.10961	0.145714	0.0640058	0.183218	0.502712	0.314071
1990	-73.49675	-77.14378	3.647038	0.0273452	0.438161	0.0452018	0.120679	0.165767	0.145443	0.29305	0.619173	0.0877765
2000	-66.62098	-74.45044	7.829469	0.0856975	0.111657	0.180132	0.0367486	0.126269	0.0893492	0.49465	0.0186462	0.486704
2010	-67.28099	-76.25369	8.972701	0.0443639	0.0282008	0.216466	0.047412	0.121803	0.0861226	0.152072	0.0437729	0.804155
2020	-69.65989	-73.45629	3.796396	0.358438	0.0879888	0.122599	0.150513	0.123948	0.0879413	0.532271	0.118293	0.349436
2030	-72.69125	-76.81091	4.119657	0.218339	0.110183	0.00662212	0.497852	0.000607945	0.0736513	0.731244	0.00347102	0.265285
2040	-68.0639	-74.19231	6.128407	0.0562788	0.147489	0.207796	0.0631871	0.146669	0.135632	0.242886	0.301765	0.455349
