Iteration	Posterior	Likelihood	Prior	rate[1]	rate[2]	rate[3]	rate[4]	rate[5]	rate[6]	rf[1]	rf[2]	rf[3]
5860	-69.12318	-74.81783	5.694652	0.0403791	0.130511	0.182914	0.146619	0.0696048	0.219457	0.00336075	0.305644	0.690996
5870	-72.41933	-76.10978	3.690445	0.11306	0.151236	0.0992676	0.415712	0.0874255	0.0726485	0.693962	0.305743	0.000294752
5880	-70.06154	-79.70302	9.641474	0.0455245	0.0189613	0.243056	0.0956897	0.0296992	0.0614301	0.0385814	0.657336	0.304083
5890	-71.15412	-75.01252	3.858396	0.261766	0.228712	0.08853	0.0526292	0.141769	0.153385	0.264489	0.320545	0.414966
5900	-67.83406	-74.71177	6.877708	0.295382	0.0652893	0.0172098	0.0745898	0.114235	0.134316	0.063008	0.113673	0.823319
5910	-68.85653	-74.75941	5.902873	0.0779104	0.102077	0.258059	0.0214392	0.138105	0.176325	0.104283	0.302599	0.593118
5920	-72.53529	-73.26947	0.7341729	0.389137	0.182309	0.125036	0.239309	0.102217	0.122398	0.132732	0.622077	0.245191
5930	-70.8994	-77.95398	7.054575	0.0406222	0.0409275	0.147898	0.291566	0.0319168	0.134866	0.609402	0.0608877	0.32971
5940	-71.30128	-73.58994	2.288654	0.133197	0.293862	0.222189	0.166118	0.00303948	0.225764	0.051896	0.865107	0.0829965
5950	-68.9904	-75.42552	6.43512	0.0191154	0.308615	0.203566	0.0413456	0.0120029	0.149472	0.168524	0.498934	0.332543
5960	-71.26033	-71.8182	0.5578694	0.171591	0.181527	0.492779	0.0921028	0.0636221	0.171968	0.0590192	0.4046	0.536381
5970	-70.214	-76.93321	6.719213	0.081426	0.116598	0.118595	0.093859	0.20866	0.0937357	0.923654	0.0632765	0.0130697
5980	-67.6356	-72.56156	4.925956	0.0494164	0.204091	0.331705	0.0186679	0.102219	0.140865	0.297281	0.304352	0.398367
5990	-67.80418	-73.32314	5.518967	0.0831858	0.145812	0.267652	0.0586349	0.0728743	0.174463	0.510153	0.146286	0.343561
6000	-67.49956	-75.53379	8.034234	0.0803388	0.107407	0.255087	0.00461557	0.116532	0.0505614	0.288977	0.110873	0.60015
6010	-67.01658	-76.48153	9.464945	0.141889	0.141023	0.0302401	0.0374744	0.104033	0.0529005	0.287043	0.429783	0.283174
6020	-67.30915	-75.48206	8.172909	0.0714173	0.0341485	0.219202	0.0740151	0.0616217	0.143768	0.543613	0.126962	0.329425
6030	-69.22257	-76.40103	7.178462	0.32323	0.0444147	0.0523911	0.00912339	0.212657	0.0367174	0.227273	0.315905	0.456822
6040	-69.87366	-76.17543	6.30177	0.288698	0.0715266	0.103821	0.00874521	0.162854	0.108443	0.48927	0.30315	0.207579
6050	-69.78595	-74.95476	5.168815	0.0507155	0.237266	0.221489	0.161622	0.0905786	0.0671339	0.364218	0.125069	0.510713
6060	-65.86707	-75.14102	9.273955	0.254996	0.0444144	0.0133381	0.0340925	0.117797	0.0572036	0.556228	0.0474616	0.39631
6070	-69.27745	-74.05429	4.776839	0.204877	0.184239	0.0519606	0.225911	0.0965781	0.0945496	0.651176	0.291626	0.0571982
6080	-67.14543	-72.93751	5.792083	0.0326647	0.163136	0.331897	0.0546552	0.0807192	0.119128	0.0537665	0.0463076	0.899926
6090	-71.05963	-75.12623	4.066603	0.0528033	0.0924809	0.290833	0.168847	0.142273	0.163986	0.4089	0.488178	0.102922
6100	-72.58018	-79.04725	6.467066	0.066893	0.293253	0.227212	0.0626662	0.0688594	0.0128437	0.828327	0.106239	0.0654341
6110	-67.35044	-76.79948	9.449039	0.252388	0.0749428	0.0174892	0.0447764	0.0983012	0.0208521	0.272615	0.043035	0.68435
6120	-69.4851	-75.69115	6.206043	0.0537103	0.0599859	0.207432	0.212037	0.108868	0.109212	0.537291	0.296548	0.166161
6130	-69.75774	-75.19593	5.438185	0.151771	0.0243821	0.338519	0.0378518	0.133996	0.122143	0.177442	0.250242	0.572316
6140	-72.69689	-70.69815	-1.998735	0.163981	0.438863	0.430983	0.011973	0.112111	0.206849	0.42149	0.222111	0.356399
6150	-70.13714	-73.6444	3.507257	0.263416	0.243484	0.0447107	0.104181	0.216849	0.0804084	0.184486	0.200138	0.615377
6160	-67.47872	-74.70569	7.226968	0.0299345	0.233282	0.18175	0.0368156	0.0913319	0.101791	0.317624	0.475691	0.206684
6170	-70.21918	-74.34949	4.130311	0.115138	0.256713	0.108866	0.129166	0.106556	0.190021	0.769144	0.10322	0.127636
6180	-67.84966	-75.71747	7.867812	0.278354	0.0277686	0.0765198	0.0907366	0.106879	0.0467288	0.19705	0.531036	0.271914
6190	-67.34629	-74.05915	6.712862	0.0981906	0.130915	0.173893	0.119484	0.0612886	0.129577	0.0464222	0.379327	0.574251
6200	-67.91159	-74.83631	6.924724	0.134267	0.120946	0.116177	0.107335	0.136322	0.082459	0.529464	0.290185	0.18035
6210	-70.84278	-72.27149	1.428704	0.049556	0.420181	0.432311	0.00139102	0.113503	0.0915302	0.0196491	0.929695	0.0506554
6220	-67.01659	-79.45345	12.43686	0.107234	0.0112638	0.0255668	0.00812055	0.0813446	0.0518044	0.530274	0.11457	0.355157
6230	-66.9105	-75.76255	8.852048	0.215008	0.0652531	0.10814	0.00499238	0.109544	0.0504522	0.576008	0.0883387	0.335654
6240	-66.46576	-75.28395	8.818188	0.156683	0.0608487	0.0152732	0.0827001	0.155359	0.0850575	0.413165	0.0707535	0.516081
6250	-68.59093	-76.00078	7.40986	0.0191575	0.0243665	0.282535	0.138983	0.0638515	0.132336	0.163527	0.163632	0.672841
6260	-68.40785	-74.52106	6.113206	0.163793	0.217412	0.165223	0.0314456	0.119253	0.0610619	0.405381	0.43878	0.155839
6270	-74.65021	-71.21898	-3.431227	0.0536647	0.483675	0.584192	0.129784	0.0058769	0.214683	0.325156	0.572602	0.102242
6280	-69.16475	-74.40108	5.236329	0.139582	0.0908523	0.182291	0.188335	0.130244	0.0924514	0.676508	0.261398	0.0620941
6290	-72.95564	-71.7558	-1.199844	0.260915	0.27313	0.293672	0.183379	0.0975981	0.196329	0.243907	0.0786483	0.677445
6300	-68.08842	-73.47874	5.390321	0.279415	0.0892793	0.0468978	0.186313	0.14175	0.068587	0.315	0.411405	0.273595
6310	-71.27497	-75.49979	4.224824	0.328191	0.190072	0.153982	0.046795	0.158122	0.0222307	0.508132	0.263176	0.228693
6320	-69.14184	-71.78491	2.643071	0.0551943	0.403212	0.31257	0.0420431	0.0346272	0.170022	0.491345	0.110114	0.398541
6330	-68.05206	-77.44974	9.397681	0.156139	0.0624363	0.0286391	0.00145985	0.138742	0.125174	0.219812	0.544162	0.236026
6340	-69.34293	-74.82774	5.484808	0.119158	0.0975138	0.0913697	0.193289	0.169898	0.133947	0.0386971	0.763553	0.19775
6350	-69.37536	-78.15356	8.778195	0.0387362	0.177039	0.12664	0.0522438	0.113386	0.0508668	0.509564	0.476841	0.0135944
6360	-75.59833	-77.67192	2.073596	0.0366651	0.227204	0.150815	0.449072	0.00120465	0.19529	0.232287	0.527506	0.240207
6370	-67.84182	-77.48322	9.641404	0.115673	0.00948683	0.0681763	0.0816183	0.075319	0.144092	0.0151021	0.0205398	0.964358
6380	-69.41161	-74.43867	5.027064	0.298531	0.107202	0.103923	0.125479	0.0776271	0.126641	0.359917	0.136515	0.503568
6390	-69.54768	-72.09259	2.544911	0.128742	0.363301	0.321871	0.066149	0.0381842	0.106761	0.0379983	0.738307	0.223695
6400	-67.90998	-75.49109	7.581105	0.0665978	0.0965767	0.233845	0.0657139	0.103095	0.0825968	0.499005	0.431599	0.069396
6410	-68.41765	-75.56792	7.150264	0.290251	0.0425444	0.0169499	0.191821	0.0781247	0.0609498	0.715593	0.0770811	0.207325
6420	-72.42827	-74.86935	2.441083	0.197969	0.140484	0.236084	0.0799287	0.198753	0.179553	0.568545	0.20931	0.222145
6430	-69.11312	-73.74367	4.630548	0.231654	0.260177	0.156889	0.0191806	0.106097	0.095056	0.0703408	0.408767	0.520893
6440	-68.01107	-75.8716	7.860525	0.0440212	0.141945	0.138438	0.0952083	0.0564923	0.151427	0.190634	0.51514	0.294226
6450	-68.55962	-76.31018	7.750563	0.126395	0.0221452	0.126176	0.161137	0.101618	0.098284	0.741216	0.112987	0.145797
6460	-69.69442	-73.63748	3.943069	0.213131	0.0949889	0.282889	0.134302	0.0488929	0.146256	0.0516354	0.710807	0.237558
6470	-69.94137	-73.10861	3.167245	0.116021	0.189928	0.231681	0.172321	0.067133	0.201388	0.252925	0.481631	0.265444
6480	-69.16609	-72.53958	3.373485	0.0833035	0.30559	0.330769	0.0738911	0.0632811	0.106217	0.062512	0.906881	0.0306067
6490	-68.79136	-73.33807	4.546707	0.25467	0.10708	0.185147	0.128044	0.118362	0.0820189	0.146091	0.497639	0.356271
6500	-65.44288	-74.36837	8.925494	0.0433197	0.0987783	0.213016	0.00123657	0.0580541	0.133493	0.121699	0.0911411	0.78716
6510	-67.89251	-72.87182	4.979303	0.126639	0.143696	0.349606	0.0664707	0.0550468	0.101517	0.0836142	0.167343	0.749042
6520	-69.61598	-73.73947	4.123487	0.159426	0.267265	0.307009	0.0414729	0.0834799	0.0483166	0.405148	0.180373	0.414479
6530	-70.96221	-72.92882	1.966605	0.142281	0.183812	0.226166	0.303534	0.0689694	0.143489	0.319197	0.582635	0.0981676
6540	-67.44646	-77.58021	10.13375	0.211779	0.0109614	0.0454615	0.0700244	0.0712094	0.0481148	0.435794	0.11335	0.450856
6550	-72.69291	-74.0709	1.377986	0.22824	0.129542	0.596917	0.0229343	0.00827589	0.126356	0.245716	0.371843	0.382441
6560	-70.44082	-77.76257	7.321756	0.0974474	0.190276	0.056352	0.136627	0.0394588	0.147657	0.13361	0.145848	0.720542
6570	-69.98733	-74.47744	4.490113	0.0424269	0.35729	0.283367	0.0434869	0.0916178	0.0613662	0.289887	0.352575	0.357538
6580	-68.83407	-73.28102	4.446946	0.142665	0.204186	0.236637	0.104579	0.103731	0.0909843	0.230792	0.749921	0.019287
6590	-70.76599	-75.76554	4.999555	0.270003	0.17792	0.0341766	0.290579	0.0513917	0.0173914	0.0816346	0.779478	0.138888
6600	-68.73752	-75.45232	6.714798	0.183764	0.031225	0.18652	0.121483	0.0478428	0.142368	0.455479	0.21052	0.334001
6610	-69.69546	-73.10475	3.409296	0.119362	0.166318	0.210565	0.181311	0.131546	0.15127	0.7471	0.131978	0.120922
6620	-70.16821	-80.02718	9.858963	0.103745	0.0340281	0.0492918	0.0521317	0.196937	0.0419639	0.565582	0.137359	0.297059
6630	-68.45991	-73.37089	4.910978	0.158721	0.159044	0.149576	0.165192	0.0923018	0.12325	0.400994	0.184816	0.41419
6640	-66.71533	-72.98902	6.27369	0.181622	0.0989243	0.221557	0.0458134	0.0966295	0.101641	0.079717	0.0841045	0.836179
6650	-69.27966	-76.23109	6.951435	0.149749	0.348718	0.0523952	0.0132915	0.0863521	0.045003	0.0398791	0.0670085	0.893112
6660	-67.94994	-74.63975	6.689811	0.145075	0.167285	0.1805	0.078853	0.0855215	0.0578379	0.535047	0.016883	0.448069
6670	-69.61434	-73.68326	4.068918	0.146767	0.0947323	0.193377	0.291905	0.0678444	0.116423	0.235637	0.0583067	0.706057
6680	-67.84368	-73.81291	5.969232	0.273476	0.0854601	0.0441282	0.161083	0.137138	0.0676681	0.607674	0.1345	0.257826
6690	-71.49867	-75.86786	4.369185	0.0155762	0.402855	0.266412	0.0110906	0.139364	0.0533	0.848404	0.096732	0.0548635
6700	-66.94169	-75.81646	8.874772	0.121955	0.104337	0.00968027	0.126867	0.118825	0.0700281	0.267159	0.348072	0.384769
6710	-70.85036	-77.66655	6.816184	0.0874147	0.430405	0.0300034	0.0244936	0.00907945	0.124226	0.537609	0.395879	0.0665112
6720	-69.3776	-73.94131	4.563709	0.184132	0.32294	0.176513	0.0549371	0.0815395	0.0539901	0.662852	0.0258673	0.31128
6730	-69.62221	-72.69798	3.075768	0.0596255	0.251385	0.260311	0.114826	0.132376	0.166788	0.109043	0.609998	0.280959
6740	-73.85574	-74.71172	0.8559764	0.135705	0.0485536	0.43934	0.329574	0.0173452	0.180781	0.267572	0.372175	0.360254
6750	-71.83988	-75.40449	3.564609	0.28916	0.306745	0.141884	0.124621	0.0530042	0.0333457	0.111997	0.554619	0.333384
6760	-69.04494	-73.63515	4.590211	0.116599	0.140669	0.169615	0.173579	0.102551	0.169057	0.213935	0.577054	0.209011
6770	-70.93311	-77.43564	6.502522	0.052044	0.191815	0.0120099	0.214019	0.134818	0.12437	0.261287	0.0107492	0.727964
6780	-69.40012	-74.24751	4.847389	0.345058	0.166458	0.0497199	0.0580069	0.178084	0.0555128	0.0854636	0.49213	0.422407
6790	-68.75831	-76.32373	7.565419	0.10294	0.223311	0.0304773	0.0543631	0.137147	0.10136	0.0315119	0.655293	0.313195
6800	-67.50618	-75.1074	7.601216	0.0577912	0.154319	0.137684	0.0623397	0.151824	0.0829633	0.236218	0.0214359	0.742346
6810	-70.45255	-74.88876	4.436214	0.141139	0.314276	0.0941941	0.138311	0.143682	0.0519819	0.257453	0.566145	0.176402
6820	-69.41285	-75.9475	6.53465	0.145188	0.097126	0.176594	0.0488987	0.204088	0.0547793	0.410732	0.00396962	0.585298
6830	-67.30053	-76.4809	9.180369	0.141601	0.0775949	0.0143395	0.162469	0.0688532	0.0639818	0.117866	0.074328	0.807806
6840	-68.15042	-73.8432	5.692778	0.121614	0.0918206	0.220548	0.112015	0.0986979	0.144929	0.182108	0.59652	0.221372
6850	-67.83354	-73.74835	5.914806	0.246075	0.118727	0.171148	0.0383236	0.108854	0.0898963	0.471371	0.0989146	0.429714
6860	-67.7755	-73.71468	5.939178	0.0417652	0.213951	0.193804	0.0690724	0.098294	0.154314	0.295865	0.331481	0.372653
6870	-69.31152	-79.96872	10.6572	0.103812	0.15627	0.00808039	0.0288414	0.0334974	0.0879085	0.378238	0.00314225	0.61862
6880	-69.00514	-76.13198	7.126834	0.183631	0.266141	0.059755	0.0237737	0.0675154	0.0815776	0.69308	0.28726	0.0196599
6890	-67.8614	-74.39768	6.536275	0.267091	0.106835	0.0298951	0.169088	0.109133	0.0445099	0.051733	0.436677	0.51159
6900	-68.27989	-74.54311	6.263221	0.105958	0.051914	0.150094	0.238539	0.0662652	0.1342	0.105008	0.178309	0.716683
6910	-67.9793	-72.42292	4.44362	0.0898764	0.123032	0.382437	0.0350851	0.0841719	0.168429	0.0683593	0.00306293	0.928578
6920	-67.40421	-74.77098	7.366766	0.101734	0.12394	0.161189	0.043207	0.0711197	0.163263	0.264498	0.2434	0.492102
6930	-67.84743	-74.09475	6.247315	0.214209	0.11497	0.0841116	0.130115	0.103898	0.100857	0.337859	0.327715	0.334426
6940	-67.83406	-74.50317	6.669107	0.296376	0.0578115	0.123053	0.0440027	0.0903036	0.105073	0.0217821	0.344324	0.633894
6950	-66.91734	-74.087	7.169657	0.0621757	0.126509	0.235899	0.0661812	0.0921138	0.0963124	0.45743	0.192122	0.350448
6960	-67.14968	-74.28333	7.13365	0.0766874	0.140228	0.286827	0.0135698	0.0396751	0.124896	0.435609	0.366938	0.197453
6970	-66.92944	-74.64869	7.719247	0.270045	0.0626874	0.049615	0.0199612	0.150437	0.0853496	0.228435	0.101037	0.670528
6980	-67.51902	-75.59337	8.074349	0.17491	0.0642612	0.046642	0.165099	0.101532	0.0590993	0.276145	0.529472	0.194383
6990	-68.24494	-76.92813	8.683192	0.127802	0.137936	0.12809	0.0309821	0.107343	0.0338629	0.489527	0.0266033	0.483869
7000	-66.85924	-73.1089	6.249661	0.0656049	0.140924	0.329708	0.0495101	0.0459192	0.116319	0.0624418	0.0910122	0.846546
7010	-69.68366	-79.39942	9.715765	0.0860525	0.22399	0.0138789	0.0149158	0.0273131	0.122655	0.357749	0.600528	0.0417237
7020	-71.55359	-75.20589	3.6523	0.200856	0.0701778	0.280298	0.105822	0.202913	0.0821356	0.556792	0.119164	0.324044
7030	-68.06827	-75.85762	7.78935	0.0010193	0.228665	0.22154	0.0141816	0.0666897	0.100758	0.405154	0.510075	0.0847709
7040	-67.43274	-73.80512	6.372385	0.0884266	0.148293	0.197707	0.0881888	0.088037	0.128155	0.185631	0.580809	0.233559
7050	-67.19071	-75.39869	8.207983	0.174103	0.0843482	0.127126	0.0755311	0.0883719	0.0520702	0.044067	0.383382	0.572551
7060	-69.38144	-72.41245	3.031015	0.114824	0.34653	0.286357	0.0478618	0.0237788	0.169307	0.074913	0.161716	0.763371
7070	-67.26308	-74.08894	6.825867	0.0968495	0.0411247	0.295821	0.0476895	0.0987777	0.124635	0.0177738	0.292565	0.689661
7080	-67.36509	-77.16163	9.796538	0.118866	0.0615516	0.0341073	0.0796933	0.0789196	0.109628	0.163285	0.591344	0.245371
7090	-69.34469	-74.54962	5.204926	0.155042	0.302222	0.237218	0.0468979	0.0410332	0.0436914	0.283118	0.273411	0.443471
7100	-66.97224	-73.61561	6.643365	0.145528	0.0857739	0.271703	0.0421823	0.0435376	0.12982	0.195615	0.0877405	0.716644
7110	-67.62543	-73.67557	6.050135	0.0656785	0.150498	0.185234	0.116831	0.0771541	0.167508	0.116726	0.0916486	0.791625
7120	-69.28197	-74.49627	5.214299	0.153446	0.107923	0.0999164	0.206563	0.103144	0.154412	0.813563	0.0625402	0.123897
7130	-67.31918	-74.00851	6.689336	0.0850841	0.168271	0.195475	0.0134157	0.124573	0.128288	0.832241	0.0772009	0.0905586
7140	-69.2065	-74.0158	4.8093	0.134457	0.065451	0.26985	0.12375	0.138842	0.123337	0.442581	0.0661453	0.491274
7150	-75.17445	-70.78579	-4.388655	0.152774	0.512565	0.396393	0.132974	0.12785	0.220911	0.647592	0.189946	0.162462
7160	-71.04366	-79.69076	8.647099	0.0323284	0.012304	0.23527	0.179721	0.053599	0.0554921	0.327186	0.165846	0.506968
7170	-66.54698	-74.41047	7.863488	0.0888341	0.144106	0.22752	0.0336706	0.0551817	0.077998	0.184033	0.0602539	0.755713
7180	-67.44098	-77.18333	9.742351	0.0242055	0.0643343	0.193702	0.0471713	0.0948221	0.0625821	0.046799	0.394581	0.55862
7190	-69.2878	-74.98293	5.695137	0.15693	0.295447	0.00737714	0.11097	0.157397	0.0613281	0.158816	0.526987	0.314197
7200	-68.22699	-75.46995	7.242968	0.250589	0.0304805	0.00964045	0.163432	0.185022	0.034545	0.575926	0.107044	0.317031
7210	-67.20349	-77.32535	10.12186	0.139913	0.0137735	0.0843426	0.0774844	0.0641842	0.0787419	0.103856	0.419153	0.476991
7220	-66.4668	-74.55061	8.083816	0.17465	0.0937379	0.0738681	0.0491791	0.134903	0.084496	0.234313	0.111569	0.654118
7230	-67.65559	-72.59594	4.940344	0.1444	0.137759	0.322423	0.0113754	0.0987181	0.131213	0.493094	0.0322263	0.474679
7240	-67.3445	-73.60964	6.265145	0.0497763	0.0759008	0.400371	0.0335504	0.0491498	0.138078	0.209454	0.228997	0.561548
7250	-69.71564	-73.65789	3.942244	0.00491555	0.288874	0.40793	0.0544956	0.00122388	0.163083	0.23209	0.212118	0.555792
7260	-69.14026	-74.29981	5.159552	0.0342335	0.238563	0.283086	0.0583159	0.137459	0.0778402	0.155604	0.348129	0.496266
7270	-67.31118	-75.6249	8.313726	0.0399712	0.0597562	0.171933	0.103212	0.122171	0.0966	0.0519075	0.203703	0.74439
7280	-69.35889	-74.48156	5.122665	0.169692	0.242772	0.0215203	0.21577	0.0818287	0.100674	0.487815	0.0879247	0.424261
7290	-66.53402	-75.54368	9.009655	0.0682659	0.0586738	0.185179	0.0223961	0.0832897	0.1238	0.618532	0.134529	0.246939
7300	-73.02078	-72.23796	-0.7828262	0.364939	0.1397	0.0710453	0.441265	0.126839	0.130051	0.171643	0.085669	0.742688
7310	-70.37298	-72.64963	2.276644	0.221001	0.181554	0.118211	0.249792	0.169763	0.104747	0.0747983	0.37522	0.549982
7320	-67.01456	-77.60894	10.59438	0.233271	0.0207737	0.00809	0.0349064	0.100024	0.026042	0.149587	0.461592	0.388821
7330	-68.71152	-74.22671	5.515191	0.26734	0.10362	0.0443795	0.126728	0.132285	0.128552	0.158811	0.593885	0.247304
7340	-70.08366	-74.51558	4.431922	0.268317	0.03473	0.174832	0.141467	0.0750542	0.189505	0.0507548	0.0713953	0.87785
7350	-68.01674	-73.78061	5.763874	0.216676	0.115099	0.0463741	0.194519	0.128928	0.0827121	0.603643	0.121334	0.275024
7360	-68.24843	-73.79043	5.542001	0.0935195	0.258871	0.199419	0.0650278	0.0394291	0.144633	0.639518	0.10861	0.251872
7370	-69.77292	-75.32262	5.549703	0.188771	0.228819	0.086369	0.167029	0.0955317	0.0338047	0.61995	0.110299	0.269751
7380	-67.10858	-75.24509	8.136513	0.0247929	0.0553071	0.208359	0.077	0.0900041	0.151431	0.0231965	0.149465	0.827339
7390	-67.4408	-73.34993	5.90913	0.10142	0.127076	0.20506	0.138472	0.0943641	0.107055	0.120697	0.259532	0.619771
7400	-73.38375	-72.23019	-1.153562	0.210302	0.192348	0.586324	0.0140804	0.0813526	0.217155	0.02963	0.37982	0.59055
7410	-69.37745	-75.96355	6.586105	0.0624526	0.1109	0.145105	0.201733	0.133772	0.0688641	0.462716	0.0178554	0.519428
7420	-69.2077	-71.61766	2.409963	0.114784	0.319846	0.290127	0.0790099	0.0862873	0.145045	0.562187	0.254032	0.18378
7430	-70.29493	-71.13709	0.842159	0.0153408	0.452128	0.382956	0.0391819	0.0599127	0.202812	0.310957	0.136325	0.552718
7440	-73.92029	-74.84107	0.9207841	0.133189	0.270546	0.18838	0.39217	0.108862	0.0533051	0.764209	0.156168	0.0796229
7450	-65.74918	-75.24171	9.492531	0.22879	0.0584832	0.0120801	0.00694329	0.138018	0.0611827	0.409253	0.177627	0.41312
7460	-69.65125	-73.01158	3.360331	0.275704	0.104835	0.203938	0.184926	0.1245	0.0701313	0.329893	0.0248357	0.645271
7470	-71.18737	-73.98203	2.794661	0.274659	0.0390391	0.277661	0.189337	0.105038	0.120599	0.693425	0.219736	0.086839
7480	-67.85354	-75.87998	8.026439	0.0584309	0.0431339	0.196544	0.0504451	0.121626	0.144945	0.173817	0.341062	0.485121
7490	-70.29388	-73.28116	2.987277	0.331655	0.0848149	0.0780628	0.201374	0.174813	0.12121	0.505747	0.156457	0.337796
7500	-74.31497	-72.06978	-2.245197	0.199561	0.229914	0.485793	0.167645	0.147477	0.1528	0.276086	0.500296	0.223617
7510	-71.32815	-73.70321	2.375067	0.169709	0.343346	0.177653	0.0145897	0.243987	0.0884232	0.176844	0.379141	0.444016
7520	-67.86884	-73.50489	5.636049	0.142459	0.105866	0.291133	0.0340248	0.0935871	0.126798	0.463479	0.315033	0.221488
7530	-68.71448	-76.34586	7.63138	0.176531	0.170252	0.0485498	0.000994521	0.128295	0.120044	0.707154	0.256711	0.0361351
7540	-68.90326	-75.49173	6.58847	0.301695	0.0625472	0.163054	0.0178735	0.135378	0.0421008	0.409555	0.285793	0.304653
7550	-66.93556	-74.83089	7.895332	0.0290879	0.120092	0.193354	0.021438	0.109243	0.151714	0.0274701	0.28366	0.68887
7560	-68.95323	-72.33812	3.384883	0.113011	0.261613	0.219947	0.122743	0.118222	0.126662	0.431766	0.248635	0.319599
7570	-68.30996	-73.53869	5.228728	0.0322408	0.252412	0.333989	0.0236673	0.0178639	0.164152	0.71623	0.261171	0.0225988
7580	-69.50634	-76.48717	6.980826	0.178863	0.31768	0.020724	0.108977	0.00997269	0.0570941	0.504852	0.472004	0.0231442
7590	-72.93691	-73.26617	0.3292645	0.134028	0.116346	0.391453	0.273947	0.021109	0.2538	0.329227	0.140542	0.530231
7600	-68.89186	-75.70347	6.811606	0.0668479	0.143439	0.282421	0.0786689	0.0143646	0.120224	0.399556	0.219122	0.381321
7610	-69.27696	-73.35638	4.079419	0.221451	0.113899	0.027731	0.256361	0.183717	0.107106	0.625413	0.160512	0.214075
7620	-70.9725	-75.06502	4.092517	0.349556	0.115918	0.24613	0.00378243	0.16017	0.0337297	0.377458	0.282867	0.339675
7630	-69.98613	-74.26795	4.281812	0.247853	0.228774	0.0858405	0.170111	0.0790536	0.0834988	0.0167989	0.601039	0.382162
7640	-67.17586	-74.73741	7.561555	0.203107	0.125886	0.0107386	0.143653	0.129005	0.0374976	0.201498	0.0105117	0.787991
7650	-65.81919	-75.22668	9.40749	0.176863	0.12089	0.0112994	0.0301508	0.102818	0.0698356	0.340499	0.20491	0.454591
7660	-69.68651	-77.961	8.274497	0.175751	0.0337999	0.029176	0.228648	0.0861817	0.0430198	0.942267	0.0109818	0.0467509
7670	-72.38605	-78.00876	5.622714	0.0592873	0.038487	0.538644	0.0168729	0.0892865	0.052287	0.0886118	0.41874	0.492648
7680	-67.27791	-76.12613	8.848214	0.128534	0.0983487	0.184956	0.00380594	0.101786	0.0362468	0.0096395	0.0789539	0.911407
7690	-68.37401	-72.56196	4.187958	0.0494251	0.372383	0.268926	0.0257291	0.0506864	0.134998	0.0874401	0.426439	0.486121
7700	-71.0724	-72.28092	1.208524	0.148604	0.296796	0.333017	0.197421	0.0138303	0.135268	0.198456	0.47407	0.327475
7710	-68.59301	-73.64237	5.049362	0.150399	0.0627944	0.189609	0.200516	0.112021	0.122397	0.112479	0.490749	0.396772
7720	-73.56305	-72.36226	-1.200797	0.205153	0.372255	0.290474	0.200953	0.00955066	0.226708	0.315793	0.302577	0.381629
7730	-68.56262	-77.77189	9.209275	0.33142	0.0163264	0.00830295	0.0209636	0.0845385	0.0651265	0.0760683	0.830546	0.0933861
7740	-67.09565	-74.61618	7.520529	0.067927	0.044765	0.220193	0.136144	0.0594432	0.124482	0.0374863	0.31645	0.646063
7750	-67.61243	-74.16822	6.555799	0.0723036	0.157202	0.227756	0.0179861	0.158812	0.0910334	0.251046	0.181924	0.567029
7760	-68.76586	-79.24598	10.48012	0.0597505	0.0550949	0.0853737	0.0352213	0.0575982	0.138612	0.722013	0.202427	0.0755595
7770	-71.49988	-76.14322	4.643336	0.00893466	0.321045	0.176421	0.19467	0.00284586	0.164181	0.44897	0.483744	0.0672859
7780	-73.02674	-75.1936	2.166862	0.253832	0.231665	0.115775	0.254844	0.00922339	0.187936	0.200562	0.454855	0.344583
7790	-67.58445	-75.44723	7.862777	0.147682	0.0942311	0.0267418	0.108328	0.18783	0.0625494	0.0760892	0.280509	0.643402
7800	-69.01024	-76.00412	6.993877	0.0177214	0.111012	0.315811	0.0397456	0.116968	0.0910769	0.873659	0.0703708	0.0559704
7810	-68.16358	-75.17718	7.013607	0.255851	0.104912	0.0568758	0.0203251	0.159519	0.0933771	0.103533	0.567553	0.328914
7820	-70.91073	-72.69198	1.781243	0.105693	0.175622	0.469372	0.10964	0.0635002	0.158284	0.159554	0.795919	0.0445273
7830	-67.83212	-74.95375	7.121633	0.133569	0.105633	0.153101	0.0295636	0.148584	0.112331	0.268335	0.397503	0.334162
7840	-68.16457	-77.40474	9.240162	0.118236	0.0445645	0.122001	0.0532037	0.0455391	0.140824	0.428518	0.339644	0.231838
7850	-69.50697	-75.30172	5.794751	0.152733	0.03897	0.26832	0.0653011	0.0772551	0.179422	0.655443	0.137581	0.206976
7860	-66.39311	-74.38347	7.990362	0.230318	0.0258407	0.0292261	0.100869	0.140597	0.090972	0.0506923	0.1503	0.799008
7870	-65.86439	-76.7912	10.92681	0.142185	0.0218161	0.00821254	0.015141	0.12597	0.0849241	0.0313105	0.483232	0.485458
7880	-67.52156	-75.9454	8.423834	0.128061	0.143865	0.18038	0.0174936	0.0691725	0.0464366	0.0394199	0.264962	0.695618
7890	-68.6505	-75.04054	6.390038	0.384451	0.0412293	0.00460634	0.0620004	0.208784	0.0364161	0.299034	0.0915217	0.609445
7900	-68.92304	-75.91539	6.992345	0.120348	0.133848	0.0254536	0.240997	0.0908158	0.0809866	0.399378	0.11691	0.483712
